simple.classes,simple.attributes,simple.numeric,simple.nominal,simple.samples,simple.dimensionality,simple.numeric_rate,simple.nominal_rate,simple.symbols_min,simple.symbols_max,simple.symbols_mean,simple.symbols_sd,simple.symbols_sum,simple.class_prob_min,simple.class_prob_max,simple.class_prob_mean,simple.class_prob_sd,statistical.skewness,statistical.skewness_prep,statistical.kurtosis,statistical.kurtosis_prep,statistical.abs_cor,statistical.cancor_1,statistical.fract_1,inftheo.class_entropy,inftheo.normalized_class_entropy,inftheo.attribute_entropy,inftheo.normalized_attribute_entropy,inftheo.joint_entropy,inftheo.mutual_information,inftheo.equivalent_attributes,inftheo.noise_signal_ratio,modelbased.nodes,modelbased.leaves.nodes_per_attribute,modelbased.nodes_per_instance,modelbased.leaf_corrobation,modelbased.level_min,modelbased.level_max,modelbased.level_mean,modelbased.level_sd,modelbased.branch_min,modelbased.branch_max,modelbased.branch_mean,modelbased.branch_sd,modelbased.attribute_min,modelbased.attribute_max,modelbased.attribute_mean,modelbased.attribute_sd,modelbased.NA,landmarking.naive_bayes,landmarking.stump_min,landmarking.stump_max,landmarking.stump_mean,landmarking.stump_sd,landmarking.stump_min_gain,landmarking.stump_random,landmarking.nn_1,dcomp.f1,dcomp.f1v,dcomp.f2,dcomp.f3,dcomp.f4,dcomp.l1,dcomp.l2,dcomp.l3,dcomp.n1,dcomp.n2,dcomp.n3,dcomp.n4,dcomp.t1,dcomp.t2,cnet.edges,cnet.degree,cnet.density,cnet.maxComp,cnet.closeness,cnet.betweenness,cnet.clsCoef,cnet.hubs,cnet.avgPath,Class
2,39,39,0,458,0.08515299999999999,1.0,0.0,2,2.0,2.0,0.0,2,0.093886,0.906114,0.5,0.574331,2.587199,2.587199,14.705653,14.705653,0.564353,0.537445,1.0,0.31143899999999997,0.44931099999999996,0.73937,0.242853,0.31143899999999997,0.030951999999999997,10.062047,22.887771,6.0,7.0,0.153846,0.0131,0.14285699999999998,2,4,3.0,1.154701,3,5.0,4.0,0.816497,0,1,0.153846,0.365518,0.8471620000000001,0.906114,0.91048,0.906449,0.001067,0.906114,0.906114,0.884279,0.708,8.929,1.3000000000000001e-05,0.28600000000000003,0.644,0.19,0.094,0.5,0.19,0.413,0.11800000000000001,0.332,0.998,11.744000000000002,17213,75.165939,0.16447699999999998,415,4.3e-05,545.3318780000001,0.30378099999999997,0.787374,3.8944419999999997,Tuning
2,86,86,0,145,0.5931029999999999,1.0,0.0,2,2.0,2.0,0.0,2,0.413793,0.5862069999999999,0.5,0.12191500000000001,2.319703,2.319703,10.788349,10.788349,0.42131899999999994,0.9102629999999999,1.0,0.6782090000000001,0.978449,0.735869,0.296136,0.6782090000000001,0.055604999999999995,12.19701,12.233972,4.0,5.0,0.046512,0.027586000000000003,0.2,2,2,2.0,0.0,2,5.0,3.8,1.3038399999999999,0,1,0.046512,0.211825,0.682759,0.5862069999999999,0.772414,0.693504,0.06945499999999999,0.5862069999999999,0.7448279999999999,0.717241,0.917,11.311,0.0,0.359,1.0,0.644,0.262,0.203,0.42100000000000004,0.78,0.28300000000000003,0.22399999999999998,1.0,1.686,1437,19.82069,0.13764400000000002,85,9.8e-05,76.082759,0.236058,0.760179,3.367507,Defaults
2,21,21,0,2109,0.009956999999999999,1.0,0.0,2,2.0,2.0,0.0,2,0.154576,0.845424,0.5,0.488504,3.796243,3.796243,34.634972999999995,34.634972999999995,0.707575,0.46772299999999994,1.0,0.430565,0.621173,0.7473479999999999,0.195199,0.430565,0.04141,10.397722,17.047732999999997,7.0,8.0,0.333333,0.003319,0.125,2,6,3.5,1.914854,2,5.0,4.5,1.069045,0,1,0.333333,0.48304600000000003,0.8250360000000001,0.845424,0.845424,0.845424,0.0,0.845424,0.845424,0.84495,0.5329999999999999,3.9339999999999997,0.001,0.009000000000000001,0.042,0.31,0.155,0.5,0.366,0.679,0.261,0.414,0.986,100.429,362224,343.503082,0.16295199999999999,1783,1e-06,1771.6306309999998,0.274453,0.7343930000000001,3.295469,Tuning
2,21,21,0,1109,0.018936,1.0,0.0,2,2.0,2.0,0.0,2,0.06943200000000001,0.9305680000000001,0.5,0.608915,5.5609269999999995,5.5609269999999995,69.03357,69.03357,0.667721,0.386223,1.0,0.25216700000000003,0.3638,0.363026,0.103825,0.25216700000000003,0.013649000000000001,18.475103,25.597212,5.0,6.0,0.23809499999999997,0.004509,0.166667,2,4,2.5,1.0,3,5.0,3.833333,0.983192,0,1,0.23809499999999997,0.436436,0.889991,0.9305680000000001,0.9359780000000001,0.930955,0.0012929999999999999,0.9305680000000001,0.9305680000000001,0.9206489999999999,0.248,5.837999999999999,4e-06,0.053,0.237,0.14,0.069,0.5,0.138,0.517,0.087,0.387,0.993,52.81,101391,182.851217,0.165028,1032,1e-05,1433.893598,0.318676,0.773848,3.9815150000000004,Tuning
2,36,36,0,5589,0.006441,1.0,0.0,2,2.0,2.0,0.0,2,0.004115,0.995885,0.5,0.701287,10.228512,10.228512,377.406224,377.406224,0.511614,0.341067,1.0,0.026712,0.038537,0.40128800000000003,0.092945,0.026712,0.002956,9.036328,134.750946,0.0,1.0,0.0,0.0,1.0,0,1,0.5,0.7071069999999999,1,1.0,1.0,0.0,0,0,0.0,0.0,0.972088,0.995885,0.995885,0.995885,0.0,0.995885,0.995885,0.9921270000000001,1.0659999999999998,18.799,0.0,0.336,0.618,0.009000000000000001,0.004,0.5,0.011000000000000001,0.057,0.008,0.424,0.988,155.25,3043051,1088.942924,0.194872,5566,7.000000000000001e-06,5526.462158,0.32579400000000003,0.777504,2.994354,Tuning
2,37,37,0,403,0.091811,1.0,0.0,2,2.0,2.0,0.0,2,0.076923,0.923077,0.5,0.598321,1.9912509999999999,1.9912509999999999,11.087073,11.087073,0.48068599999999995,0.510496,1.0,0.271189,0.391244,0.930843,0.310723,0.271189,0.027157999999999998,9.985627000000001,33.275129,2.0,3.0,0.054054,0.004963,0.333333,2,2,2.0,0.0,2,3.0,2.666667,0.57735,0,1,0.054054,0.22924299999999997,0.8337469999999999,0.923077,0.92804,0.923278,0.0009019999999999999,0.923077,0.925558,0.873449,0.6579999999999999,7.521,3e-06,0.36200000000000004,0.851,0.156,0.077,0.5,0.18100000000000002,0.5820000000000001,0.136,0.35700000000000004,1.0,10.892000000000001,12813,63.588089000000004,0.158179,372,6.6e-05,528.2531019999999,0.251653,0.772783,4.068936,Tuning
2,8,8,0,274,0.029197000000000004,1.0,0.0,2,2.0,2.0,0.0,2,0.489051,0.510949,0.5,0.015484,4.213328,4.213328,33.820364,33.820364,0.306971,0.52327,1.0,0.6929069999999999,0.999654,0.6554949999999999,0.231361,0.6929069999999999,0.039057,17.740802,15.782910000000001,5.0,6.0,0.625,0.018248,0.166667,2,2,2.0,0.0,2,6.0,4.3333330000000005,1.6329930000000001,0,2,0.625,0.744024,0.69708,0.5437960000000001,0.740876,0.648266,0.059999000000000004,0.5437960000000001,0.6094890000000001,0.664234,0.298,14.17,0.051,0.018000000000000002,0.066,0.795,0.358,0.359,0.504,0.794,0.336,0.305,1.0,34.25,4551,33.218978,0.121681,140,2.6000000000000002e-05,132.839416,0.201067,0.7707930000000001,3.0040080000000002,Tuning
2,8,8,0,130,0.061538,1.0,0.0,2,2.0,2.0,0.0,2,0.084615,0.915385,0.5,0.587443,1.330007,1.330007,5.277147,5.277147,0.618744,0.42172600000000005,1.0,0.28989899999999996,0.41823699999999997,0.9579209999999999,0.399484,0.28989899999999996,0.034667,8.362505,26.632409000000003,1.0,2.0,0.125,0.007692,0.5,2,2,2.0,0.0,2,2.0,2.0,0.0,0,1,0.125,0.353553,0.8461540000000001,0.915385,0.923077,0.9163459999999999,0.0027199999999999998,0.915385,0.923077,0.892308,0.733,8.533,0.125,0.20800000000000002,0.9,0.17,0.085,0.5,0.177,0.209,0.10800000000000001,0.34600000000000003,0.9229999999999999,16.25,1255,19.307692000000003,0.149672,119,0.000481,174.492308,0.289092,0.749117,4.230736,Tuning
3,10,6,4,478,0.020921000000000002,0.6,0.4,2,9.0,3.8,2.949576,19,0.18828499999999998,0.516736,0.333333,0.167551,0.44569,1.678991,2.202891,6.239706,0.248379,0.328771,0.5247430000000001,1.015684,0.924516,1.17905,0.581071,1.426036,0.02075,48.948155,55.821113000000004,8.0,9.0,0.8,0.016736,0.11111099999999999,2,6,3.2,1.7888540000000002,2,6.0,4.777778,1.20185,0,3,0.8,1.0327959999999998,0.543933,0.516736,0.516736,0.516736,0.0,0.516736,0.516736,0.560669,0.084,0.315,1.9169999999999998,0.013000000000000001,0.013000000000000001,0.638667,0.316333,0.474333,0.773,1.4040000000000001,0.6579999999999999,0.526,0.995,39.2,9261,38.748954,0.081235,247,7.000000000000001e-06,113.77405900000001,0.16743,0.600961,2.262664,Defaults
3,6,2,4,151,0.039735,0.333333,0.666667,2,26.0,11.6,12.700394000000001,58,0.32450300000000004,0.344371,0.333333,0.010116,0.285015,4.177003,2.076022,22.366792999999998,0.48921899999999996,0.767461,0.517663,1.098306,0.9997209999999999,1.5880049999999999,0.710919,2.070442,0.133606,8.220498,10.88575,9.0,10.0,1.5,0.059602999999999996,0.1,2,6,3.6,1.6733200000000001,2,6.0,5.0,1.247219,0,3,1.5,1.3784049999999999,0.701987,0.377483,0.503311,0.43818999999999997,0.05271699999999999,0.410596,0.42384099999999997,0.609272,8.251,0.662333,1.285,0.33799999999999997,0.563,0.657,0.333333,0.5,0.629,0.735,0.371,0.45,0.914,25.166999999999998,725,9.602649000000001,0.06401799999999999,28,5e-05,8.119205000000001,0.089136,0.793922,2.547619,Defaults
2,11,8,3,294,0.037415,0.727273,0.272727,2,2.0,2.0,0.0,8,0.28571399999999997,0.714286,0.5,0.303046,0.8792030000000001,1.170131,3.5915739999999996,6.470265,0.23879099999999998,1.0,1.0,0.59827,0.8631209999999999,0.960701,0.4973,0.681488,0.076856,7.784264,11.499966,1.0,2.0,0.090909,0.003401,0.5,2,2,2.0,0.0,2,2.0,2.0,0.0,0,1,0.090909,0.30151100000000003,1.0,0.714286,1.0,0.755102,0.085833,0.714286,1.0,1.0,0.061,1.547,0.07,0.973,0.973,0.000231,0.0,0.0,0.013999999999999999,0.16,0.0,0.0,0.721,26.726999999999997,4378,29.782313000000002,0.101646,210,3.1e-05,257.996599,0.27774,0.795673,4.453224,Defaults
2,8,7,1,320,0.025,0.875,0.125,2,3.0,2.5,0.7071069999999999,5,0.334375,0.665625,0.5,0.234229,2.13844,3.9195870000000004,11.674521,31.438188,0.291523,0.32251599999999997,1.0,0.637234,0.919334,0.658517,0.233067,0.646353,0.010621,59.999956999999995,61.00395699999999,5.0,6.0,0.625,0.015625,0.166667,2,4,3.333333,1.154701,3,4.0,3.666667,0.5163979999999999,0,2,0.625,0.744024,0.665625,0.665625,0.665625,0.665625,0.0,0.665625,0.665625,0.634375,0.163,0.242,0.0,0.024,0.063,0.777,0.389,0.5,0.675,0.8909999999999999,0.532,0.313,0.9840000000000001,15.75,5921,37.00625,0.116007,213,2.4e-05,122.934375,0.220617,0.655555,2.473425,Defaults
3,4,4,0,625,0.0064,1.0,0.0,3,3.0,3.0,0.0,3,0.0784,0.4608,0.333333,0.220779,0.373424,0.373424,2.003462,2.003462,0.236134,0.822601,0.999058,0.9136489999999999,0.8316389999999999,1.609438,0.5,0.9136489999999999,0.09382,9.738265,16.154444,12.0,13.0,3.0,0.0192,0.076923,2,8,4.8,3.03315,4,6.0,4.846154,0.688737,1,4,3.0,1.4142139999999999,0.9088,0.6352,0.6352,0.6352,0.0,0.6352,0.6352,0.8064,0.204,0.161356,3.0,0.0,0.0,0.625,0.333333,0.5,0.317,0.677,0.20800000000000002,0.327,0.914,156.25,23303,74.5696,0.119503,288,5e-06,111.7232,0.238548,0.5850380000000001,1.819396,Tuning
2,9,0,9,286,0.031469,0.0,1.0,2,11.0,4.3,2.983287,43,0.297203,0.702797,0.5,0.28679899999999997,0.0,3.143176,3.0,21.165878,0.286746,0.46864799999999995,1.0,0.608476,0.8778450000000001,1.043799,0.797878,1.628801,0.023474000000000002,25.921312,43.466269,8.0,9.0,0.8888889999999999,0.027972000000000004,0.11111099999999999,2,6,4.0,1.6329930000000001,3,5.0,4.444444,0.8819170000000001,0,3,0.8888889999999999,1.054093,0.758741,0.702797,0.723776,0.709013,0.009378000000000001,0.702797,0.72028,0.678322,0.021,0.8490000000000001,0.667,0.003,0.006999999999999999,0.586,0.297,0.5,0.43700000000000006,0.865,0.35700000000000004,0.392,1.0,31.778000000000002,5926,41.440559,0.145405,102,1.6e-05,11.454545,0.233062,0.693721,1.455446,Tuning
2,37,37,0,253,0.146245,1.0,0.0,2,2.0,2.0,0.0,2,0.10671900000000001,0.893281,0.5,0.556183,1.7074790000000002,1.7074790000000002,8.381491,8.381491,0.458417,0.521175,1.0,0.33960100000000004,0.48994099999999996,1.003954,0.3621,0.33960100000000004,0.030069,11.294025,32.388261,2.0,3.0,0.054054,0.007905,0.333333,2,2,2.0,0.0,2,3.0,2.666667,0.57735,0,1,0.054054,0.22924299999999997,0.798419,0.893281,0.901186,0.893601,0.001437,0.893281,0.893281,0.814229,0.578,2.6210000000000004,2e-06,0.237,1.0,0.21600000000000003,0.107,0.5,0.249,0.6940000000000001,0.18600000000000003,0.35600000000000004,1.0,6.837999999999999,4541,35.897233,0.142449,226,0.00011599999999999999,328.316206,0.278352,0.7810779999999999,4.263284,Tuning
2,37,37,0,661,0.055976,1.0,0.0,2,2.0,2.0,0.0,2,0.078669,0.9213309999999999,0.5,0.595852,3.3137260000000004,3.3137260000000004,19.602723,19.602723,0.495604,0.496889,1.0,0.275506,0.397471,0.609075,0.186942,0.275506,0.017856,15.429559,33.110946999999996,6.0,7.0,0.162162,0.009077,0.14285699999999998,2,2,2.0,0.0,2,7.0,4.857143,1.9518,0,1,0.162162,0.373684,0.889561,0.9213309999999999,0.9319209999999999,0.9218629999999999,0.002261,0.9213309999999999,0.9213309999999999,0.907716,0.43799999999999994,3.404,0.0,0.389,0.852,0.163,0.079,0.5,0.151,0.499,0.092,0.365,1.0,17.865,34278,103.715582,0.157145,609,2.5e-05,874.251135,0.37733,0.7782359999999999,4.102854,Tuning
2,37,37,0,1043,0.035475,1.0,0.0,2,2.0,2.0,0.0,2,0.12176400000000001,0.878236,0.5,0.534906,5.895785,5.895785,96.625446,96.625446,0.396921,0.46611800000000003,1.0,0.370425,0.534411,0.6152529999999999,0.177525,0.370425,0.009414,39.350221999999995,64.358292,11.0,12.0,0.297297,0.010546999999999999,0.083333,2,4,2.444444,0.8819170000000001,2,10.0,6.4166669999999995,2.539088,0,3,0.297297,0.661012,0.31064200000000003,0.878236,0.878236,0.878236,0.0,0.878236,0.878236,0.853308,0.499,1.965,0.0,0.23600000000000002,0.46,0.244,0.122,0.5,0.23399999999999999,0.5920000000000001,0.147,0.355,0.9990000000000001,28.189,78300,150.143816,0.144092,916,7.000000000000001e-06,1273.87536,0.271755,0.78201,4.128425,Tuning
2,37,37,0,296,0.125,1.0,0.0,2,2.0,2.0,0.0,2,0.128378,0.8716219999999999,0.5,0.525552,2.951975,2.951975,22.359202,22.359202,0.519389,0.514031,1.0,0.383292,0.552974,0.633829,0.223714,0.383292,0.018062,21.221512,34.092807,10.0,11.0,0.27026999999999995,0.033783999999999995,0.090909,2,6,4.0,2.0,3,6.0,4.727273,0.9045340000000001,0,2,0.27026999999999995,0.607758,0.8074319999999999,0.8716219999999999,0.881757,0.8718959999999999,0.001666,0.8716219999999999,0.8716219999999999,0.780405,0.344,1.59,0.0,0.267,0.973,0.258,0.128,0.5,0.324,0.693,0.22,0.326,0.986,8.0,6175,41.722972999999996,0.141434,258,7.3e-05,353.638514,0.350544,0.769651,4.11284,Tuning
2,37,37,0,327,0.11315,1.0,0.0,2,2.0,2.0,0.0,2,0.12844,0.87156,0.5,0.525465,3.026812,3.026812,19.027262,19.027262,0.537719,0.49673599999999996,1.0,0.383411,0.553145,0.663316,0.22949099999999997,0.383411,0.017318,22.13949,37.302153000000004,6.0,7.0,0.162162,0.018349,0.14285699999999998,2,4,3.0,1.154701,2,5.0,4.285714,1.1126969999999998,0,1,0.162162,0.373684,0.8256879999999999,0.87156,0.877676,0.871725,0.001005,0.87156,0.87156,0.767584,0.23199999999999998,1.5419999999999998,2e-06,0.242,0.982,0.258,0.128,0.5,0.321,0.6990000000000001,0.23199999999999998,0.381,0.991,8.838,7643,46.746177,0.143393,285,5.9999999999999995e-05,386.874618,0.33146,0.773642,4.077094000000001,Tuning
2,37,37,0,705,0.05248200000000001,1.0,0.0,2,2.0,2.0,0.0,2,0.086525,0.913475,0.5,0.584742,3.8343550000000004,3.8343550000000004,33.609221999999995,33.609221999999995,0.477759,0.483184,1.0,0.294423,0.424763,0.6093189999999999,0.184875,0.294423,0.017662,16.670305,33.499781,12.0,13.0,0.324324,0.017021,0.076923,2,4,3.0,1.069045,3,9.0,6.2307690000000004,2.278664,0,2,0.324324,0.5799449999999999,0.8836879999999999,0.913475,0.9219860000000001,0.913859,0.001556,0.913475,0.913475,0.8964540000000001,0.451,2.873,0.0,0.37200000000000005,0.82,0.17600000000000002,0.087,0.5,0.157,0.513,0.10400000000000001,0.385,1.0,19.054000000000002,38412,108.97021299999999,0.15478699999999998,644,2e-05,918.659574,0.347781,0.778379,4.105576,Tuning
2,36,36,0,745,0.048322000000000004,1.0,0.0,2,2.0,2.0,0.0,2,0.021477,0.9785229999999999,0.5,0.6767340000000001,5.615619000000001,5.615619000000001,80.174624,80.174624,0.5352279999999999,0.388561,1.0,0.10373099999999999,0.149652,0.48030200000000006,0.14573,0.10373099999999999,0.005765,17.993813,82.31598100000001,2.0,3.0,0.055555999999999994,0.0026850000000000003,0.333333,2,2,2.0,0.0,2,3.0,2.666667,0.57735,0,1,0.055555999999999994,0.23231100000000002,0.9328860000000001,0.9785229999999999,0.9785229999999999,0.9785229999999999,0.0,0.9785229999999999,0.9785229999999999,0.957047,0.7090000000000001,3.343,0.0,0.642,1.0,0.044000000000000004,0.021,0.5,0.062,0.366,0.043,0.358,0.993,20.694000000000003,48914,131.312752,0.17649600000000001,729,6.6e-05,1105.409396,0.26987,0.77912,4.103235,Tuning
