B,FS,K,T
2.99861,1.10584,1.07262,21718.80071
1109.77647,1.20011,0.98291,15818.10887
3.16633,1.06228,1.29928,5559.97884
219.70001,1.67107,1.24736,14720.87648
0.94074,192.37100,0.94074,1.15188
1.19912,1.12627,1.13260,1.62054
1.48880,1.63527,1.17318,1.73600
1.85915,0.96072,1.40519,2.34007
1.50844,0.86797,1.14129,1.50844
1.78915,0.93991,1.28410,1.59088
1.53602,1.43610,1.25611,1.68499
6.56431,1.46593,1.09053,65304.07951
3620.25056,1.08811,1.43088,110210.14950
1.51590,245.33412,1.51590,2.63347
1.91856,332.87695,1.52573,3.11680
6.14361,0.79536,0.79536,1350.90031
5.18490,1.20210,1.77901,5867.14683
10.68191,1.46306,1.84929,3339.81232
611.42639,0.82444,1.81607,32123.02267
13.51247,1.61699,1.35997,8241.98281
4.52267,1.39422,1.19510,8579.73419
1.82372,1.19946,1.14679,1.14679
0.71910,96.17384,0.71910,0.77536
1.13007,1.04403,1.00583,1.28169
1.17391,1.23741,1.01560,1.30765
1.62230,0.83941,1.15574,1.62230
1.63985,1.01990,1.19935,1.48974
2.02116,1.06851,1.26331,1.60298
2.72787,1.38094,1.43566,25720.33141
1.85038,1.03678,1.17978,1.37248
2.30548,1.32284,1.72521,12557.52478
1.23266,122.02069,1.23266,1.74002
1.12696,1.17349,1.04282,1.37831
1.10514,1.32687,1.07054,1.14924
1.56776,1.04824,1.26146,1.70229
1.59771,1.05677,1.31406,1.76501
2.33826,2.20404,1.46175,44972.66914
1990.37483,0.95846,1.59833,124404.19479
2.74159,1.30600,2.00288,45504.11339
2.63139,1.43823,1.04436,6982.99191
0.91119,93.57231,0.91119,1.11173
1.55328,1.26410,1.27334,1.91590
1.59476,1.46767,1.30268,1.80996
1.95934,1.14041,1.33738,1.95934
3.34196,1.36135,1.57110,3485.13366
2.00471,1.17054,1.40115,2.00471
1.76604,1.36128,1.52759,42603.91733
837.94076,1.72471,1.32411,15622.29769
1.58341,1.14895,1.37741,1.58341
0.66358,33.33778,0.66358,0.73138
0.83372,0.70762,0.80487,0.93680
0.86226,1.20724,0.82031,0.94397
0.80213,1.16552,0.75098,0.83944
1.36120,0.97468,1.17090,1.36120
1.39601,0.92897,1.18056,1.39601
2.13297,0.98690,1.34250,214842.31964
1.81254,1.55854,1.53722,39013.33002
1.78024,1.17576,1.49367,85851.22010
0.60499,35.25532,0.60499,0.64477
1.28064,1.58566,1.17262,1.50206
1.48040,1.51921,1.23973,1.69581
2.05077,1.87017,1.55988,2.26927
1.81545,1.45706,1.30722,1.81545
1.74827,1.08037,1.24118,1.74827
1.12138,1.09930,1.12138,1.12138
1.24393,1.34780,1.24393,1.24393
1.29167,1.01087,1.13206,1.29167
0.57952,33.07165,0.57952,0.60313
1.03946,0.84332,0.95721,1.15801
1.17528,0.88745,1.06937,1.27207
1.10708,0.82103,0.93375,0.97669
1.19687,0.99229,1.01019,1.11431
1.04266,2.40571,0.91267,1.04266
1.57898,1.34450,0.99346,1.14764
1.62408,1.38453,1.05378,1.22964
1.18820,1.99285,0.97808,1.05941
0.60691,5594.18803,0.60691,0.64402
0.81169,0.75406,0.79501,0.87372
0.97043,1.07758,0.87224,1.01511
1.99078,1.02463,1.10461,1.38448
1.85682,1.27549,1.43648,1.65794
1.37039,2.18231,1.17123,1.24035
1.96116,1.77713,1.48717,1.96116
4.55659,1.16616,1.30463,46708.95209
2.10572,1.56001,1.51543,41850.59030
0.65645,102.47774,0.65645,0.70047
1.07097,0.90169,0.96058,1.15022
1.00002,0.86053,0.96809,1.08005
1.68880,1.71835,1.32690,1.68880
3.31070,1.12637,1.53630,8209.57214
2.64457,1.51093,1.38290,33973.28097
2.23456,1.89669,1.60216,33332.31697
1.70862,1.34452,1.58572,1.70862
1.78510,1.34957,1.78510,1.78510
0.74311,400.93119,0.74311,0.82525
1.10584,0.98296,1.01063,1.25532
0.98455,0.83280,0.94898,1.07721
1.06047,0.78134,0.94917,1.06047
1.04054,1.22029,1.04054,1.04054
0.94580,0.78830,0.94580,0.94580
0.84878,1.88475,0.84878,0.84878
1.15340,1.55736,1.15340,1.15340
1.33858,0.93156,1.11970,1.33858
1.09310,980.05061,1.09310,1.23862
0.94874,0.77985,0.88980,0.97159
1.02789,2.42633,0.95954,1.11905
1.32855,1.01177,1.08625,1.24203
1.12832,1.25531,1.08178,1.12832
1.29455,2.13919,1.15709,1.29455
1.08052,0.85754,1.08052,1.08052
1.21144,1.07561,0.93653,0.99802
3.13803,1.24168,1.15918,1.15918
0.87182,86.37347,0.87182,1.00056
0.88281,0.75643,0.86141,0.96354
0.99575,0.78235,0.92333,1.04529
1.16144,0.89325,1.10833,1.16144
1.21876,1.30787,1.15433,1.21876
1.13601,0.93613,1.13601,1.13601
1.05420,0.85554,1.05420,1.05420
1.11580,2.69823,1.11580,1.11580
1.21204,1.08513,1.21204,1.21204
0.66337,59.66697,0.66337,0.70520
1.05376,0.85055,0.96560,1.13456
0.99792,0.77298,0.92883,1.04088
1.29403,0.90184,1.07719,1.29403
0.98490,0.86748,0.98490,0.98490
1.12259,1.15901,1.05850,1.12259
1.21576,0.87175,1.13239,1.21576
1.51412,1.24195,1.51412,1.51412
1.20109,1.21327,1.20109,1.20109
0.94122,6379.16790,0.94122,1.10430
1.06083,0.83760,0.94822,1.13916
1.16174,0.96403,1.02314,1.22966
1.26640,0.90634,1.13642,1.26640
1.33332,1.47133,1.25275,1.33332
1.24060,0.88085,1.09346,1.24060
19659.34310,0.90290,1.15678,1.24094
1.14096,0.92626,1.14096,1.14096
1.07621,2.25524,1.07621,1.07621
1.02200,1175.74506,1.02200,1.15140
1.52945,1.08895,1.17223,1.44705
1.36768,0.97672,1.18237,1.36768
1.98118,1.16995,1.34309,1.75812
1.70550,0.95846,1.18034,1.40868
1.40570,2.82912,1.14892,1.28705
1.62724,1.55471,1.26617,1.46565
1.55873,1.19848,1.23991,1.55873
1.23583,0.97479,1.23583,1.23583
0.73667,51.25886,0.73667,0.80850
0.99887,0.81482,0.92513,1.06209
1.03920,0.81813,0.94957,1.11886
1.11265,0.85763,1.06682,1.16927
2.52465,1.61167,1.38586,1.91521
1.20012,0.93834,1.13791,1.20012
1.70632,1.08020,1.33395,1.70632
0.85926,1.98886,0.85926,0.85926
1.13796,0.88531,1.13796,1.13796
