B,FS,K,T
1.39158,1.08868,1.24101,1.55783
1.41858,3.05111,1.39669,1.55902
1.41533,1.10131,1.37748,1.47353
1.41154,1.02000,1.39218,1.49149
1.38438,1.02000,1.19010,1.45933
1.38235,1.02000,1.19932,1.52386
1.39205,1.02000,1.16522,1.52109
1.39302,1.02000,1.15268,1.53869
1.33281,1.04121,1.08802,1.42603
1.35956,1.07930,1.21368,1.34171
1.28460,2.07034,1.26168,1.47004
1.29181,1.04707,1.25629,1.41858
1.35707,1.02000,1.23401,1.38924
1.34489,1.06646,1.27976,1.39411
1.35735,1.02000,1.26572,1.36297
1.38006,1.02719,1.31023,1.36325
1.35527,1.05829,1.31695,1.38610
1.34660,1.05749,1.14258,1.32836
1.34772,1.05213,1.25223,1.58513
1.16416,1.58765,1.15190,1.37020
1.31507,1.87468,1.16807,1.40481
1.35907,1.02000,1.02613,1.81255
1.38995,1.02000,1.16466,1.82902
1.39553,1.02000,1.11592,1.70541
1.38091,1.06875,1.16321,1.59056
1.38300,1.04886,1.10617,1.49076
1.35428,1.07581,1.21866,1.44855
1.36120,1.06365,1.29503,1.30792
1.36063,2.55954,1.35590,1.50085
1.36048,1.07796,1.23006,1.42942
1.38828,1.02000,1.31300,1.40750
1.38337,1.02000,1.26624,1.37003
1.40312,1.02000,1.30318,1.39193
1.39598,1.08099,1.33252,1.34926
1.30873,1.06463,1.23061,1.51154
1.37119,1.02000,1.25983,1.35738
1.32633,1.02000,1.21847,1.42514
1.20140,1.73257,1.18679,1.40044
1.33668,1.02903,1.27961,1.44648
1.32897,1.06780,1.32636,1.33792
1.36207,1.13689,1.27370,1.38511
1.34380,1.02000,1.28539,1.36939
1.34693,1.02883,1.24825,1.48580
1.35244,1.07047,1.23348,1.36636
1.32941,1.04584,1.23800,1.32667
1.33023,1.09597,1.08905,1.45028
1.26890,2.06122,1.26386,1.44514
1.36561,1.02000,1.25065,1.44558
1.37584,1.02000,1.26616,1.41199
1.37886,1.02000,1.26131,1.37895
1.37199,1.11879,1.21628,1.50946
1.33031,1.12318,1.23192,1.33031
1.28855,1.02000,1.27913,1.36429
1.31796,1.03895,1.13793,1.40199
1.30641,1.11398,1.25877,1.30641
1.36671,2.69351,1.36206,1.54271
1.38988,1.05599,1.35195,1.48189
1.43566,1.02000,1.36849,1.48161
1.35491,1.02000,1.35491,1.35288
1.37487,1.08749,1.31992,1.37718
1.39184,1.07857,1.33838,1.40210
1.35360,1.06627,1.24782,1.48388
1.29207,1.02000,1.25595,1.36880
1.29927,1.02000,1.27525,1.37802
1.37748,2.93516,1.38643,1.51496
1.30923,1.02000,1.27748,1.40826
1.33173,1.02000,1.25859,1.38438
1.31977,1.02000,1.23468,1.34725
1.32474,1.07377,1.25184,1.33667
1.29662,1.10404,1.27503,1.32159
1.27944,1.02000,1.27944,1.30436
1.31076,1.02000,1.30965,1.31038
1.31451,1.06590,1.28597,1.29563
1.41730,3.09620,1.41491,1.52567
1.36574,1.05317,1.30055,1.41950
1.40141,1.12034,1.26675,1.43653
1.42218,1.02000,1.30589,1.38364
1.40532,1.03443,1.34687,1.39567
1.36828,1.08076,1.34110,1.36804
1.37567,1.02000,1.30206,1.33830
1.32135,1.02000,1.25948,1.30352
1.31391,1.10099,1.28032,1.29915
1.47294,2.90462,1.47294,1.51425
1.35476,1.02000,1.34341,1.42195
1.39449,1.02000,1.32896,1.40660
1.31926,1.02000,1.22702,1.27353
1.33975,1.02000,1.28829,1.32357
1.26930,1.05597,1.26930,1.27294
1.28379,1.06507,1.23991,1.31235
1.31569,1.13204,1.18116,1.39907
1.27626,1.02022,1.24209,1.34852
1.36474,2.66958,1.36695,1.47567
1.36576,1.02000,1.23569,1.42332
1.39194,1.02000,1.35152,1.42896
1.37743,1.02000,1.29428,1.37678
1.33610,1.02000,1.18982,1.42524
1.32318,1.15026,1.23192,1.40868
1.30550,1.07122,1.24230,1.38601
1.36053,1.07104,1.34715,1.35760
1.27674,1.08665,1.27674,1.30830
1.31493,2.30514,1.30805,1.43484
1.33424,1.02000,1.28952,1.39293
1.36181,1.02000,1.33302,1.39030
1.31132,1.07227,1.28859,1.31245
1.29858,1.02000,1.29858,1.32205
1.30805,1.07168,1.30805,1.32806
1.33950,1.02000,1.33950,1.33950
1.27626,1.02000,1.27626,1.27852
1.27854,1.06624,1.25631,1.27125
1.21472,1.80530,1.21195,1.31995
1.41642,1.04730,1.33574,1.43916
1.37324,1.02000,1.33879,1.41582
1.40715,1.02000,1.31151,1.38788
1.33233,1.02000,1.33233,1.35643
1.30939,1.02039,1.30626,1.31817
1.26975,1.10447,1.26975,1.29523
1.28818,1.02785,1.25753,1.28818
1.27371,1.11683,1.20884,1.24366
1.26154,2.05230,1.26092,1.39819
1.32205,1.08351,1.31130,1.41892
1.36600,1.04096,1.31094,1.38579
1.31237,1.12114,1.30894,1.33786
1.35425,1.07348,1.28944,1.35425
1.32975,1.02000,1.32638,1.34667
1.26868,1.06462,1.26868,1.28848
1.26258,1.06352,1.25989,1.28088
1.25558,1.02000,1.25558,1.27850
1.36836,2.59403,1.35012,1.45462
1.35273,1.02000,1.28868,1.37647
1.37443,1.10093,1.33997,1.39958
1.35042,1.02000,1.29279,1.35339
1.27953,1.02000,1.27953,1.27953
1.29200,1.02000,1.29200,1.31154
1.30732,1.02000,1.30395,1.32393
1.31948,1.02000,1.29788,1.29788
1.30372,1.10124,1.30372,1.30940
1.14719,1.13928,1.14719,1.38018
1.37330,1.02000,1.30998,1.40182
1.36409,1.02000,1.30871,1.38108
1.30645,1.02000,1.28182,1.30869
1.27751,1.02000,1.27473,1.29837
1.32169,1.02000,1.31711,1.33613
1.28885,1.02000,1.28208,1.30131
1.25879,1.02000,1.25879,1.27870
1.24228,1.05257,1.24123,1.24119
1.21361,1.83107,1.21708,1.32638
1.33621,1.02974,1.21370,1.33082
1.32517,1.04073,1.26708,1.35540
1.31342,1.02000,1.24624,1.31081
1.33983,1.02000,1.27881,1.33542
1.28266,1.03254,1.27931,1.29048
1.27529,1.02017,1.24611,1.27311
1.28455,1.04867,1.22541,1.27008
1.23284,1.08436,1.23035,1.25754
1.31808,2.33215,1.31182,1.42943
1.37376,1.02000,1.33511,1.41709
1.40110,1.02000,1.32728,1.45227
1.38085,1.08474,1.35269,1.38737
1.33586,1.02000,1.20308,1.29470
1.25038,1.02000,1.24776,1.25679
1.30173,1.07055,1.25956,1.31405
1.26556,1.02000,1.26556,1.28155
1.26364,1.06371,1.26364,1.27943
